Area,Utility Group,Utility,Indicator Category,Indicator Sub Category,Indicator Code,Indicator Name,Unit,Footnote (2019-2020),2019-2020,2018-2019,2017-2018,2016-2017,2015-2016,2014-2015,2013-2014,2012-2013,2011-2012,2010-2011,2009-2010,2008-2009,2007-2008,2006-2007,2005-2006,2004-2005,2003-2004,2002-2003
New South Wales - Country,Bulk water authorities,Rous County council,Pricing,Residential tariff structure,P1.3,Usage charge: step 1,$/kL,,2.43,2.4,2.33,2.31,Not applicable,,,,,,,,,,,,,
New South Wales - Country,Bulk water authorities,Rous County council,Pricing,Residential tariff structure,P1.4,Usage charge: step 2,$/kL,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,,,,,,,,,,,
New South Wales - Country,Bulk water authorities,Rous County council,Pricing,Residential tariff structure,P1.5,Usage charge: step 3,$/kL,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,,,,,,,,,,,
New South Wales - Country,Bulk water authorities,Rous County council,Pricing,Residential tariff structure,P1.6,Usage charge: step 4,$/kL,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,,,,,,,,,,,
New South Wales - Country,Bulk water authorities,Rous County council,Pricing,Residential tariff structure,P1.7,Usage charge: step 5,$/kL,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,,,,,,,,,,,
New South Wales - Country,Bulk water authorities,Rous County council,Pricing,Residential tariff structure,P1.12,Special levies: water supply,$,,Not applicable,Not applicable,No data,0,Not applicable,,,,,,,,,,,,,
New South Wales - Country,Bulk water authorities,Rous County council,Pricing,Residential tariff structure,P1.13,Income from special levies retained by the utility: water supply,yes/no,,Not applicable,Not applicable,No data,Not applicable,Not applicable,,,,,,,,,,,,,
New South Wales - Country,Bulk water authorities,Rous County council,Pricing,Residential tariff structure,P1.3a,Upper bound of usage: step 1,kL,,Not applicable,Not applicable,Not applicable,,,,,,,,,,,,,,,
New South Wales - Country,Bulk water authorities,Rous County council,Pricing,Residential tariff structure,P1.4a,Upper bound of usage: step 2,kL,,Not applicable,Not applicable,Not applicable,,,,,,,,,,,,,,,
New South Wales - Country,Bulk water authorities,Rous County council,Pricing,Residential tariff structure,P1.5a,Upper bound of usage: step 3,kL,,Not applicable,Not applicable,Not applicable,,,,,,,,,,,,,,,
New South Wales - Country,Bulk water authorities,Rous County council,Pricing,Residential tariff structure,P1.6a,Upper bound of usage: step 4,kL,,Not applicable,Not applicable,Not applicable,,,,,,,,,,,,,,,
New South Wales - Country,Bulk water authorities,Rous County council,Pricing,Residential tariff structure,P1.7a,Upper bound of usage: step 5,kL,,Not applicable,Not applicable,Not applicable,,,,,,,,,,,,,,,
New South Wales - Country,Bulk water authorities,Rous County council,Pricing,Annual bill,P2,Annual residential bill based on 200 kL per annum: water supply,$,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,,,,,399.55,399.13,398.45,404.78,379.02,,
New South Wales - Country,Bulk water authorities,Rous County council,Pricing,Annual bill,P3,Typical residential bill: water supply,$,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,,,,,,,,,,,
New South Wales - Country,Bulk water authorities,Rous County council,Pricing,Residential tariff structure,P4,Tariff structure: wastewater Definition,provided as text,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,,,,,,,,,,,
New South Wales - Country,Bulk water authorities,Rous County council,Pricing,Residential tariff structure,P4.1,Fixed charge: wastewater,$,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,,,,,,,,,,,
New South Wales - Country,Bulk water authorities,Rous County council,Pricing,Residential tariff structure,P4.2,Usage charge: wastewater,$/kL,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,,,,,,,,,,,
New South Wales - Country,Bulk water authorities,Rous County council,Pricing,Residential tariff structure,P4.3,Special levies: wastewater,$,,Not applicable,Not applicable,Not applicable,0,Not applicable,,,,,,,,,,,,,
New South Wales - Country,Bulk water authorities,Rous County council,Pricing,Residential tariff structure,P4.4,Income from special levies retained by the utility: wastewater,yes/no,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,,,,,,,,,,,
New South Wales - Country,Bulk water authorities,Rous County council,Pricing,Annual bill,P5,Annual residential bill based on 200 kL per annum: wastewater,$,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,,,,,,,,,,,
New South Wales - Country,Bulk water authorities,Rous County council,Pricing,Annual bill,P6,Typical residential bill: wastewater,$,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,,,,,,,,,,,
New South Wales - Country,Bulk water authorities,Rous County council,Pricing,Annual bill,P7,Total annual residential bill based on 200 kL per annum,$,,Not applicable,Not applicable,Not applicable,Not applicable,0,,,,,,,,,,,,,
New South Wales - Country,Bulk water authorities,Rous County council,Pricing,Annual bill,P8,Total typical residential bill,$,,Not applicable,Not applicable,Not applicable,Not applicable,0,,,,,,,,,,,,,
New South Wales - Country,Bulk water authorities,Rous County council,Water Resources,Sources,W1,Volume of water sourced from surface water,ML,,11043,11696,11584,11218,10666,11183,11521,11077,11132,11142,12070,10501,10078,10972,11600,,,
New South Wales - Country,Bulk water authorities,Rous County council,Water Resources,Sources,W2,Volume of water sourced from groundwater,ML,,0,0,0,0,0,0,0,0,0,0,0,0,124,0,3,,,
New South Wales - Country,Bulk water authorities,Rous County council,Water Resources,Sources,W3.1,Volume of water sourced from desalination of marine water,ML,,0,0,0,0,0,0,0,0,0,0,,,,,,,,
New South Wales - Country,Bulk water authorities,Rous County council,Water Resources,Transfers,W5,Total volume of water received from other service providers or operational areas within the urban water system,ML,"Definition changed from 2017_18 based on the new handbook, new definition is not applicable to the historical data. ",0,0,0,,,,,,,,,,,,,,,
New South Wales - Country,Bulk water authorities,Rous County council,Water Resources,Transfers,W5.3,"Volume of water, excluding recycled water, received from other service providers or operational areas within the urban water supply system",ML,,0,0,0,,,,,,,,,,,,,,,
New South Wales - Country,Bulk water authorities,Rous County council,Water Resources,Transfers,W6,Volume of recycled water received from other service providers or operational areas within the urban water supply system,ML,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
New South Wales - Country,Bulk water authorities,Rous County council,Water Resources,Sources,W7,Total volume of water sourced,ML,"Definition changed from 2017_18 based on the new handbook, new definition is not applicable to the historical data. ",11043,11696,11584,,,,,,,,,,,,,,,
New South Wales - Country,Bulk water authorities,Rous County council,Water Resources,Use,W8,Total volume of water supplied.to residential customers,ML,"Definition changed from 2017_18 based on the new handbook, new definition is not applicable to the historical data. ",0,0,0,,,,,,,,,,,,,,,
New South Wales - Country,Bulk water authorities,Rous County council,Water Resources,Use,W8.3,Volume of water supplied to residential customers,ML,,0,0,0,,,,,,,,,,,,,,,
New South Wales - Country,Bulk water authorities,Rous County council,Water Resources,Use,W9,Total volume of water supplied to non-residential customers,ML,"Definition changed from 2017_18 based on the new handbook, new definition is not applicable to the historical data. ",1263,1372,1352,,,,,,,,,,,,,,,
New South Wales - Country,Bulk water authorities,Rous County council,Water Resources,Use,W9.3,Volume of water supplied to non-residential customers,ML,,1263,1372,1352,,,,,,,,,,,,,,,
New South Wales - Country,Bulk water authorities,Rous County council,Water Resources,Use,W10.1,Volume of non-revenue water,ML,,207,375,520,298,334,508,652,605,1168,792,,,,,,,,
New South Wales - Country,Bulk water authorities,Rous County council,Water Resources,Production,W11,Total volume of urban water supplied,ML,"Definition changed from 2017_18 based on the new handbook, new definition is not applicable to the historical data. ",1263,1372,1352,,,,,,,,,,,,,,,
New South Wales - Country,Bulk water authorities,Rous County council,Water Resources,Production,W11.3,Volume of potable water produced for supply into the urban water supply system,ML,,11990,11696,11584,11218,10681,11183,11521,11077,11132,10402,,,,,,,,
New South Wales - Country,Bulk water authorities,Rous County council,Water Resources,Use,W12,Average volume of residential water supplied per property,ML/property,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,,31.4754,20.9133,7.0617,,,,,,,
New South Wales - Country,Bulk water authorities,Rous County council,Water Resources,Use,W13,Volume of water returned as environmental flows from outside of the urban water supply system,ML,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,,
New South Wales - Country,Bulk water authorities,Rous County council,Water Resources,Transfers,W14,Total volume of water exported to other service providers or operational areas within the urban water supply system,ML,"Definition changed from 2017_18 based on the new handbook, new definition is not applicable to the historical data. ",10727,10324,10232,,,,,,,,,,,,,,,
New South Wales - Country,Bulk water authorities,Rous County council,Water Resources,Transfers,W14.3,"Volume of water, excluding recycled water, exported to other service providers or operational areas within the urban water supply system",ML,,10727,10324,10232,,,,,,,,,,,,,,,
New South Wales - Country,Bulk water authorities,Rous County council,Water Resources,Transfers,W15,Volume of recycled water exported to other service providers or operational areas within the urban water supply system,ML,,0,Not applicable,Not applicable,0,0,,,0,0,0,0,0,0,0,0,,,
New South Wales - Country,Bulk water authorities,Rous County council,Water Resources,Wastewater collected,W16,"Volume of wastewater, excluding trade waste, collected",ML,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,,,,,,,,,,,
New South Wales - Country,Bulk water authorities,Rous County council,Water Resources,Wastewater collected,W17,Volume of trade waste collected,ML,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,,,,,,,,,,,
New South Wales - Country,Bulk water authorities,Rous County council,Water Resources,Wastewater collected,W18,Total volume of wastewater collected,ML,,Not applicable,Not applicable,Not applicable,0,0,,,,,,,,,,,,,
New South Wales - Country,Bulk water authorities,Rous County council,Water Resources,Transfers,W18.1,Volume of wastewater exported to other service providers or operational areas within the urban wastewater system,ML,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,,,,,,,,,,,
New South Wales - Country,Bulk water authorities,Rous County council,Water Resources,Transfers,W18.2,Volume of wastewater received from other service providers or operational areas within the urban wastewater system,ML,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,,,,,,,,,,,
New South Wales - Country,Bulk water authorities,Rous County council,Water Resources,Extraction for sewer mining,W18.3,Volume of wastewater taken through sewer mining,ML,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,,,,,,,,,,,
New South Wales - Country,Bulk water authorities,Rous County council,Water Resources,Inflow to plant,W18.4,Volume of wastewater inflow to wastewater treatment plants,ML,,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,,,,,,,,,,,,
New South Wales - Country,Bulk water authorities,Rous County council,Water Resources,Wastewater collected,W19,Average volume of wastewater collected per property,ML/property,,Not applicable,Not applicable,Not applicable,,,,,,,,,,,,,,,
New South Wales - Country,Bulk water authorities,Rous County council,Water Resources,Use,W21,Volume of recycled water supplied to non-residential customers,ML,"Definition changed from 2017_18 based on the new handbook, new definition is not applicable to the historical data. ",0,Not applicable,Not applicable,,,,,,,,,,,,,,,
New South Wales - Country,Bulk water authorities,Rous County council,Water Resources,Use,W23,Volume of recycled water supplied as environmental flows,ML,,0,Not applicable,Not applicable,Not applicable,Not applicable,,,0,0,0,,,,,,,,
New South Wales - Country,Bulk water authorities,Rous County council,Water Resources,Use,W25.1,Volume of recycled water supplied to managed aquifer recharge,ML,,0,Not applicable,Not applicable,Not applicable,Not applicable,,,0,0,0,,,,,,,,
New South Wales - Country,Bulk water authorities,Rous County council,Water Resources,Use,W26,Total volume of recycled water supplied,ML,"Definition changed from 2017_18 based on the new handbook, new definition is not applicable to the historical data. ",0,Not applicable,Not applicable,,,,,,,,,,,,,,,
New South Wales - Country,Bulk water authorities,Rous County council,Water Resources,Use,W27,Recycled water as a percentage of total wastewater collected,%,"Definition changed from 2017_18 based on the new handbook, new definition is not applicable to the historical data. ",Not applicable,Not applicable,Not applicable,,,,,,,,,,,,,,,
New South Wales - Country,Bulk water authorities,Rous County council,Water Resources,Use,W28.4,Volume of urban stormwater supplied to residential customers,ML,,0,0,0,0,0,0,0,0,0,0,,,,,,,,
